19.583 -34.75 13.0291666666667 20.3208333333333 16.675 1.96947858333333e-06 9.40739916666667e-05 77.3833333333333 0.309829083333333 0.5795 5.58333333333333 0.583333333333333 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
19.75 -34.75 13.2458333333333 20.4375 16.8416666666667 1.94520591666667e-06 8.73526083333333e-05 77.5416666666667 0.311198833333333 0.57525 5.625 0.533333333333333 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
19.917 -34.75 13.5333333333333 20.5 17.0166666666667 1.93301491666667e-06 8.20545416666667e-05 77.85 0.3120205 0.57225 5.65833333333333 0.45 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
20.083 -34.75 13.75 20.6833333333333 17.2166666666667 1.95830725e-06 8.15932e-05 77.95 0.310377 0.570833333333333 5.60833333333333 0.4 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
19.417 -34.583 12.4333333333333 20.7833333333333 16.6083333333333 1.94920975e-06 0.000102464291666667 75.65 0.298323583333333 0.595833333333333 5.35 0.816666666666667 NA NA 0.0941492 0.34688 1.67772 373.885 4138.02 0.166666666666667
19.583 -34.583 12.1416666666667 20.6916666666667 16.4166666666667 1.942712e-06 0.0001007209 75.1833333333333 0.305445916666667 0.5905 5.34166666666667 0.983333333333333 NA NA 0.0941492 0.34688 1.67772 373.885 4138.02 0.166666666666667
19.75 -34.583 12.2958333333333 20.8708333333333 16.5833333333333 1.894787e-06 8.98438166666667e-05 75.2333333333333 0.307363583333333 0.585083333333333 5.35 0.95 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
19.917 -34.583 12.4833333333333 21.0166666666667 16.75 1.86572283333333e-06 8.13986416666667e-05 75.3333333333333 0.3079115 0.581416666666667 5.325 0.933333333333333 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
20.083 -34.583 13.025 21.475 17.25 1.85650708333333e-06 7.48921833333333e-05 75.75 0.301884666666667 0.580333333333333 5.25833333333333 0.75 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
20.25 -34.583 13.075 21.6916666666667 17.3833333333333 1.94551958333333e-06 8.31892416666667e-05 75.6416666666667 0.298871333333333 0.581166666666667 5.09166666666667 0.733333333333333 NA NA 0.0941492 0.34688 1.67772 373.885 4138.02 0.166666666666667
20.417 -34.583 13.0666666666667 21.85 17.4583333333333 2.05130308333333e-06 9.31037e-05 75.4083333333333 0.29695375 0.582 4.89166666666667 0.75 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
19.083 -34.417 12.4458333333333 21.2708333333333 16.8583333333333 1.95218625e-06 0.000110442858333333 75.0916666666667 0.27805175 0.619416666666667 5.16666666666667 0.733333333333333 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
19.25 -34.417 11.3583333333333 20.675 16.0166666666667 2.08127116666667e-06 0.000140909583333333 73.5916666666667 0.2931185 0.61575 5.14166666666667 1.225 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
19.417 -34.417 11.5333333333333 21.1166666666667 16.325 1.9635775e-06 0.000118369675 73.3416666666667 0.292844666666667 0.61025 5.14166666666667 1.21666666666667 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
19.583 -34.417 11.5625 21.3708333333333 16.4666666666667 1.8801155e-06 0.000101492541666667 73.15 0.29558425 0.603416666666667 5.125 1.25833333333333 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
19.75 -34.417 11.0833333333333 21.15 16.1166666666667 1.88418075e-06 0.000100337516666667 72.5083333333333 0.302432666666667 0.597416666666667 5.03333333333333 1.575 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
19.917 -34.417 11.725 21.7916666666667 16.7583333333333 1.79458516666667e-06 8.00272083333333e-05 73.0583333333333 0.300241083333333 0.591166666666667 5 1.29166666666667 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
20.083 -34.417 11.9958333333333 22.0375 17.0166666666667 1.81312083333333e-06 7.796025e-05 73.2166666666667 0.295584 0.5905 4.90833333333333 1.225 NA NA 0.146624 0.385339 1.5391 907.197 8553.92 0.166666666666667
20.25 -34.417 12.2625 22.2875 17.275 1.897853e-06 8.50778583333333e-05 73.325 0.289009583333333 0.59225 4.75833333333333 1.125 NA NA 0.0941492 0.34688 1.67772 373.885 4138.02 0.166666666666667
20.417 -34.417 12.2083333333333 22.325 17.2666666666667 2.01950325e-06 9.7151725e-05 73.1416666666667 0.286269833333333 0.59375 4.575 1.175 NA NA 0.0941492 0.34688 1.67772 373.885 4138.02 0.166666666666667
20.583 -34.417 11.875 22.1416666666667 17.0083333333333 2.1422725e-06 0.000108960441666667 72.7083333333333 0.287365833333333 0.5945 4.36666666666667 1.325 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
20.75 -34.417 12.1708333333333 22.4125 17.2916666666667 2.18023916666667e-06 0.000107262083333333 72.9666666666667 0.28544825 0.594416666666667 4.20833333333333 1.15833333333333 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
20.917 -34.417 12.225 22.4416666666667 17.3333333333333 2.2241025e-06 0.000106515816666667 73.0333333333333 0.286543916666667 0.593666666666667 4.04166666666667 1.1 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
21.083 -34.417 11.8875 22.1125 17 2.27778333333333e-06 0.0001091452 72.8166666666667 0.291474833333333 0.592333333333333 3.9 1.225 NA NA -0.002 -0.002 -2 -2 -2000 0.166666666666667
