30.192936 -31.085359
30.186460 -31.089270
30.184380 -31.096280
30.181680 -31.103480
30.175390 -31.107640
30.173000 -31.114250
30.167140 -31.119070
30.161120 -31.124100
30.157940 -31.131380
30.154540 -31.138260
30.148640 -31.143510
30.141760 -31.147100
30.134980 -31.151190
30.129590 -31.156870
30.126420 -31.164050
30.124310 -31.171400
30.118380 -31.176630
30.112240 -31.181610
30.105890 -31.186290
30.099270 -31.190720
30.095140 -31.196960
30.090640 -31.203200
30.084940 -31.208740
30.078350 -31.213220
30.072390 -31.218530
30.068890 -31.225130
30.068710 -31.232580
30.063610 -31.238520
30.056710 -31.242010
30.051080 -31.245650
30.044450 -31.246040
30.038430 -31.241150
30.031380 -31.237530
30.024540 -31.233440
30.018160 -31.228700
30.011960 -31.230280
30.010040 -31.229500
30.014587 -31.234115
30.020450 -31.231770
30.026290 -31.236360
30.032870 -31.240110
30.039940 -31.243240
30.045360 -31.247990
30.045350 -31.254320
30.041720 -31.260820
30.037500 -31.267000
30.031460 -31.272220
30.024540 -31.275540
30.020370 -31.281140
30.013980 -31.285740
30.013340 -31.288880
30.010190 -31.295620
30.004480 -31.300860
29.998360 -31.305900
29.992640 -31.310400
29.985480 -31.313210
29.979530 -31.316850
29.972250 -31.319520
29.965630 -31.319920
29.963230 -31.319220
29.967128 -31.325798
29.963790 -31.331640
29.960120 -31.337660
29.953610 -31.341900
29.948020 -31.346900
29.941450 -31.350520
29.936200 -31.356290
29.930110 -31.360330
29.923250 -31.364100
29.919740 -31.369750
29.914580 -31.373520
29.907770 -31.376370
29.906030 -31.383230
29.901140 -31.388830
29.893900 -31.391900
29.887930 -31.396360
29.880930 -31.397880
29.875310 -31.403030
29.870730 -31.408790
29.865490 -31.413690
29.859800 -31.417530
29.854580 -31.422620
29.848080 -31.426560
29.841310 -31.430070
29.834300 -31.433340
29.826630 -31.435400
29.818670 -31.435920
29.810710 -31.436590
29.802750 -31.437200
29.794970 -31.438660
29.787150 -31.440260
29.779740 -31.443230
29.772690 -31.446420
29.765270 -31.449150
29.763128 -31.450353
29.756830 -31.454320
29.750900 -31.459310
29.744490 -31.463500
29.737100 -31.466430
29.734130 -31.472360
29.730290 -31.478990
29.723730 -31.481030
29.722040 -31.488190
29.718480 -31.493950
29.713470 -31.499590
29.710300 -31.504340
29.705080 -31.509020
29.698960 -31.513650
29.696150 -31.520170
29.689153 -31.522830
29.686350 -31.529430
29.681410 -31.535440
29.674730 -31.539460
29.669770 -31.545370
29.663250 -31.549930
29.656640 -31.554000
29.649340 -31.556560
29.642440 -31.560570
29.637230 -31.566220
29.632870 -31.572830
29.627580 -31.578650
29.621830 -31.584110
29.614890 -31.588040
29.608740 -31.593140
29.603210 -31.598880
29.595820 -31.601380
29.588660 -31.604450
